date,code,open,high,low,close,volume,status,source_primary,value_primary,source_secondary,value_secondary,fetched_at
2026-03-05,growth250,726.6,761.05,726.6,,327309100,SINGLE_SOURCE,kabutan,749.61,,,2026-08-12T14:26:15.916612+09:00
2026-03-06,growth250,747.07,771.62,746.28,,307251500,SINGLE_SOURCE,kabutan,770.8,,,2026-08-12T14:26:15.916612+09:00
2026-03-09,growth250,755.75,755.78,720.5,,287058300,SINGLE_SOURCE,kabutan,743.09,,,2026-08-12T14:26:15.916612+09:00
2026-03-10,growth250,751.02,772.68,751.02,,270537100,SINGLE_SOURCE,kabutan,772.53,,,2026-08-12T14:26:15.916612+09:00
2026-03-11,growth250,774.29,788.08,773.93,,326096200,SINGLE_SOURCE,kabutan,780.04,,,2026-08-12T14:26:15.916612+09:00
2026-03-12,growth250,772.81,772.81,755.98,,276515000,SINGLE_SOURCE,kabutan,761.15,,,2026-08-12T14:26:15.916612+09:00
2026-03-13,growth250,752.72,765.11,749.36,,339404900,SINGLE_SOURCE,kabutan,757.51,,,2026-08-12T14:26:15.916612+09:00
2026-03-16,growth250,756.24,768.57,755.97,,361111300,SINGLE_SOURCE,kabutan,763.1,,,2026-08-12T14:26:15.916612+09:00
2026-03-17,growth250,768.56,774.03,747.96,,401091700,SINGLE_SOURCE,kabutan,750.72,,,2026-08-12T14:26:15.916612+09:00
2026-03-18,growth250,757.79,778.71,757.4,,352908800,SINGLE_SOURCE,kabutan,778.71,,,2026-08-12T14:26:15.916612+09:00
2026-03-19,growth250,767.18,767.18,743.39,,369089700,SINGLE_SOURCE,kabutan,744.86,,,2026-08-12T14:26:15.916612+09:00
2026-03-23,growth250,732.21,732.21,704.2,,324262000,SINGLE_SOURCE,kabutan,705.16,,,2026-08-12T14:26:15.916612+09:00
2026-03-24,growth250,718.19,729.9,711.18,,235229400,SINGLE_SOURCE,kabutan,724.55,,,2026-08-12T14:26:15.916612+09:00
2026-03-25,growth250,731.56,743.96,731.56,,342079100,SINGLE_SOURCE,kabutan,741.48,,,2026-08-12T14:26:15.916612+09:00
2026-03-26,growth250,739.98,741.01,716.42,,350436500,SINGLE_SOURCE,kabutan,720.29,,,2026-08-12T14:26:15.916612+09:00
2026-03-27,growth250,720.93,737.49,717.03,,273964100,SINGLE_SOURCE,kabutan,734.4,,,2026-08-12T14:26:15.916612+09:00
2026-03-30,growth250,719.89,720.41,697.87,,274717000,SINGLE_SOURCE,kabutan,709.93,,,2026-08-12T14:26:15.916612+09:00
2026-03-31,growth250,707.18,716.08,697.38,,281533300,SINGLE_SOURCE,kabutan,699.09,,,2026-08-12T14:26:15.916612+09:00
2026-04-01,growth250,711.22,737.39,711.22,,330831700,SINGLE_SOURCE,kabutan,737.39,,,2026-08-12T14:26:15.916612+09:00
2026-04-02,growth250,739.18,749.1,721.62,,407625800,SINGLE_SOURCE,kabutan,723.9,,,2026-08-12T14:26:15.916612+09:00
2026-04-03,growth250,733.03,741.27,728.5,,379895000,SINGLE_SOURCE,kabutan,733.16,,,2026-08-12T14:26:15.916612+09:00
2026-04-06,growth250,736.05,746.51,736.05,,307706400,SINGLE_SOURCE,kabutan,740.69,,,2026-08-12T14:26:15.916612+09:00
2026-04-07,growth250,742.34,755.0,736.41,,388663500,SINGLE_SOURCE,kabutan,742.91,,,2026-08-12T14:26:15.916612+09:00
2026-04-08,growth250,754.39,775.18,754.39,,450639900,SINGLE_SOURCE,kabutan,775.18,,,2026-08-12T14:26:15.916612+09:00
2026-04-09,growth250,768.41,771.41,757.76,,408684700,SINGLE_SOURCE,kabutan,760.62,,,2026-08-12T14:26:15.916612+09:00
2026-04-10,growth250,761.39,772.4,759.23,,498276000,SINGLE_SOURCE,kabutan,764.84,,,2026-08-12T14:26:15.916612+09:00
2026-04-13,growth250,758.43,762.8,754.01,,421792300,SINGLE_SOURCE,kabutan,759.78,,,2026-08-12T14:26:15.916612+09:00
2026-04-14,growth250,766.76,772.86,761.68,,512985700,SINGLE_SOURCE,kabutan,770.35,,,2026-08-12T14:26:15.916612+09:00
2026-04-15,growth250,776.78,784.24,770.68,,468272100,SINGLE_SOURCE,kabutan,776.24,,,2026-08-12T14:26:15.916612+09:00
2026-04-16,growth250,782.06,794.02,782.06,,478770200,SINGLE_SOURCE,kabutan,791.0,,,2026-08-12T14:26:15.916612+09:00
2026-04-17,growth250,791.52,794.74,786.07,,381287100,SINGLE_SOURCE,kabutan,790.28,,,2026-08-12T14:26:15.916612+09:00
2026-04-20,growth250,792.87,809.32,790.79,,337734800,SINGLE_SOURCE,kabutan,802.63,,,2026-08-12T14:26:15.916612+09:00
2026-04-21,growth250,807.42,811.02,800.81,,378373800,SINGLE_SOURCE,kabutan,805.6,,,2026-08-12T14:26:15.916612+09:00
2026-04-22,growth250,804.1,806.91,796.37,,284551400,SINGLE_SOURCE,kabutan,801.82,,,2026-08-12T14:26:15.916612+09:00
2026-04-23,growth250,800.89,800.89,769.11,,451491300,SINGLE_SOURCE,kabutan,777.87,,,2026-08-12T14:26:15.916612+09:00
2026-04-24,growth250,777.23,779.15,763.55,,430432800,SINGLE_SOURCE,kabutan,768.1,,,2026-08-12T14:26:15.916612+09:00
2026-04-27,growth250,769.15,769.16,756.37,,368722400,SINGLE_SOURCE,kabutan,762.59,,,2026-08-12T14:26:15.916612+09:00
2026-04-28,growth250,764.34,774.58,761.19,,387341700,SINGLE_SOURCE,kabutan,774.22,,,2026-08-12T14:26:15.916612+09:00
2026-04-30,growth250,770.76,771.09,760.92,,381043600,SINGLE_SOURCE,kabutan,766.65,,,2026-08-12T14:26:15.916612+09:00
2026-05-01,growth250,769.58,779.99,768.03,,400151500,SINGLE_SOURCE,kabutan,771.25,,,2026-08-12T14:26:15.916612+09:00
2026-05-07,growth250,778.62,794.54,778.62,,372361300,SINGLE_SOURCE,kabutan,791.12,,,2026-08-12T14:26:15.916612+09:00
